Date,Author,Comment,Likes,Sentiment Label,Sentiment Score
2023-11-21,Merijn Hugens,"Israel has built all the facilities underneath al-Shifa, Israel expanded the hospital complex, and in the 1980s, gave it a major overhaul, with Israeli architects. Along with the medical facilities, the project reportedly saw the construction of “a secure underground operating room and tunnel network” underneath the Hospital’s Building Number 2 in 1983, with a large “underground concrete floor” constructed underneath the facility during the same period. Other reports indicated that the hardened underground facilities were used to house the hospital’s laundry and “various administrative” offices. The Israeli architects had previous experience with underground military facilities. Hamas reportedly knew about the hospital complex’s hidden underground fortified areas. An Israeli contractor “hired Hamas as a security company” for the hospital (remember that Hamas was created by the Mossad). As for the potential use of the underground facilities by Hamas after Israel’s withdrawal from Gaza in 2005, a 2009 report in Haaretz citing Palestinian sources indicated that the militant group’s leaders never hide in one place, but spread out and constantly change locations using an elaborate network of tunnels. None of the Israeli reporting on the hospital complex's construction shows photos of its reported fortified basement areas, and reporters covering Israeli attacks on or near the hospital during Israel’s wars with Hamas in 2008-2009, 2012, 2014 and 2023 have yet to present any direct proof of Hamas’ use of the underground facilities built by the Israelis.",0,Negative,-0.75
2023-11-21,sudar riyono,https://youtube.com/shorts/YGneimu3xtU?feature=shared,0,Neutral,0.0
2023-11-21,Felicia Popescu,"Doamne Dumnezeule mare este puterea TA adu pace între popoarele din ântreaga lume și pune stop minților bolnave de putere , distruge armele și pe cei ce le dirijează pe planetă,.
Adu pace și lumină ân lumea asta tristă și plină de pericole!
AMIN!",0,Negative,-0.4184
2023-11-21,Joneseskid,"I saw footage of the UN peacekeepers, assisted by the IDF soldiers, going into the hospital to take babies to safe places, in incubators. Isn't that very unusual in a war situation? I think the world has underestimated Israels human rights attitudes.They really seem to value human life. I haven't seen any such reports previously from any other war zone.
Now how about the UN going in to get the rest of the Palestin children and the hostages? They surely have access, so why doesn't the UN use it's authority to demand that Hamas give the hostages up?  Or am I missing something?",0,Negative,-0.5752
2023-11-21,John -,"Where is the focus that Palestinians voted for Hamas, and Hamas stated goal is the destruction of Israel? Palestine's danced in the street celebrating the butchery of Israeli' civilians. A cease fire has nothing to do with Humanitarian Aird. It's what Hamas wants to rearm and regroup and plan another attack. Violence in perpetuity. The fact that Hamas took hostages, woman, girls, babies tells you all you need to know about this barbaric Islamic group. - But the BBC is cowardly silent on these topics, preferring instead to be the propaganda wing of Hamas.",0,Negative,-0.8807
2023-11-21,Yamomstopcorner,"Hamas is a terrorist organisation.
Say it BBC!",0,Negative,-0.7177
2023-11-21,Islam and our Kids,https://youtu.be/xToD7DOGIxc?si=w6d6N9CeHg8xEeo3,0,Neutral,0.0
2023-11-21,Merijn Hugens,"""Operation Al-Aqsa Storm"" was a false flag operation, who really believes that the Mossad knew nothing about it? They are probably the best intelligence agency on this planet and have a vast network of recruited informants inside Gaza who would report on any training or movements. The Egyptian government warned Israel ten days before the attack for ""a terrible operation"", Netanyahu must have had foreknowledge of the October 7th attack. How come border crossings were wide open? Israel has an extensive electronic and physical wall backed by soldiers and weaponry, that completely surrounded Gaza on the landward side, so effective that it was claimed that not even a mouse could get in. The Mediterranean side of Gaza was also tightly controlled by the Israeli Navy and boats, so Gaza was under 24/7 complete surveillance and control at all times. 80% of the IDF forces that were supposed to be at the border of Gaza, were stationed on the West Bank in the days before the Hamas attack, supposedly for ""security concerns"". Even MSM is reporting that it is forbidden for IDf-soldiers to speak the complete truth. ""Operation Al-Aqsa Storm"" has resulted in the deaths of 1,400 Israelis and to date around 10,000 Palestinians. In my opinion ""Operation Al-Aqsa Storm"" was a carefully formulated Israeli plan to wage an all out war against the Palestinian people to wipe Gaza off the map. Forced migration of 2.2 million Palestinian residents to Egypt’s Sinai Peninsula for the construction of the Ben Gurion Canal & to confiscate Palestine’s maritime natural gas reserves.

Remarkable detail: Hamas was founded by the Mossad with the strategic purpose to prevent the creation of a Palestinian State, remember the Haganah, USS Liberty, dancing Israelis, the Yinon-caliphate, Benjamin Ephraim & Elliot Shimon...",0,Positive,0.5501
2023-11-21,M K,Uk stop BBc for its fake news.,0,Negative,-0.6486
2023-11-21,M K,do not delete comments. are you supporter of Iran's regime?!!!!!!!!!!!!!!!!!!!,0,Positive,0.5053
2023-11-21,M K,"Trump ordered to attack of Al Baghdadi and Solymani, ISIS and Iran terrorists leaders! 
Consequences? ISIS group collapsed. Any terrorist action from Iran's regime proxies stopped, while he was president.
He also put tough sanctions that prevented them from any help to the global Jihadi groups. 

- After Oct 7, a total of 56 American personnel were injured in over 61 times attacks of the proxy forces of Iran's regime in the Middle East!",0,Negative,-0.9627
2023-11-21,M K,"- Nov 15- Martin Griffiths, UN Relief Chief posted a picture on X that shows him smiling and warmly squeezing Amir Abdollahian's arm! 

- Norbert Rotgen, member of the German Parliament:
""It has been the Iran's regime FM Abdollahian which has financially, politically & militarily enabled #Hamas' rise & thereby contributed to the disaster. He is part of the problem, not part of the solution!""",0,Positive,0.3786
2023-11-21,M K,"- Hamas is not representee of world Muslim Community. 
Millions of them know this group as terrorist group, including 85%.of Iranians people that have been fighting against Iran's regime over 40 years.",0,Negative,-0.802
2023-11-21,M K,UK government must stop BBC from lying and fake news that support terrorists.,0,Negative,-0.8779
2023-11-21,M K,Do not delete comments. supporter of Ayatollahs!!!!,0,Negative,-0.4556
2023-11-21,M K,"Why bbc do not show Israelis  killed people?!
Shame on your mangers that spend UK taxpayers money and support Terrorists actions that start the war.
It was ceasefire in Oct 7.",0,Negative,-0.7271
2023-11-20,Donovan Greenwood,only 50% of this video is actually about the hostages. Starting to think that what they say about the BBC might actually be true.,1,Positive,0.4215
2023-11-20,D,病院の監視カメラの日付の設定を変更して、イスラエル軍が病院を制圧下で撮影出来るでしょうか？,0,Neutral,0.0
2023-11-20,Jyoti Prasad,poor Gazans paying for Hamas.,0,Negative,-0.4767
2023-11-20,jotacril,"Hospital staff, your collaboration with Hamas was exposed.",0,Neutral,-0.0772
2023-11-20,Sahyl,Crusaders showing propegenda,0,Neutral,0.0
2023-11-20,francoise dandre,"C'est l'horreur ce qui se passe là-bas. Des bottes de la mort, pas d'humanité là.",0,Neutral,0.0
2023-11-20,אילנית הומינר,The only blame for the suffer in gaza is on the HAMAS !!!,0,Negative,-0.7767
2023-11-20,NewHereDon'tMindMe11,God bless Israel and America. Hope those hostages get home safe,1,Positive,0.8658
2023-11-20,Salma Omar,https://youtu.be/CU86hninpLg?si=CJa6CMrY42ZBzndV  Perfect skit of BBC.,0,Positive,0.5719
2023-11-20,Merijn Hugens,"Israel has built all the facilities underneath al-Shifa, starting out as an army barracks during the British Mandate for Palestine era, al-Shifa was turned into a hospital in 1946 during the closing years of Britain's occupation, and expanded into an entire complex of medical facilities during Egypt’s administration of Gaza between 1953 and 1967. Seizing the Strip during the Six-Day War of June 1967, Israel preserved and then expanded the hospital complex, and in the 1980s, with US financial backing, gave it a major overhaul, with Israeli architects. Along with the medical facilities, the project reportedly saw the construction of “a secure underground operating room and tunnel network” underneath the Hospital’s Building Number 2 in 1983, with a large “underground concrete floor” constructed underneath the facility during the same period. Other reports indicated that the hardened underground facilities were used to house the hospital’s laundry and “various administrative” offices. The Israeli architects had previous experience with underground military facilities. Hamas reportedly knew about the hospital complex’s hidden underground fortified areas. An Israeli contractor “hired Hamas as a security company” for the hospital (remember that Hamas was created by the Mossad). As for the potential use of the underground facilities by Hamas after Israel’s withdrawal from Gaza in 2005, a 2009 report in Haaretz citing Palestinian sources indicated that the militant group’s leaders never hide in one place, but spread out and constantly change locations using an elaborate network of tunnels. None of the Israeli reporting on the hospital complex's construction shows photos of its reported fortified basement areas, and reporters covering Israeli attacks on or near the hospital during Israel’s wars with Hamas in 2008-2009, 2012, 2014 and 2023 have yet to present any direct proof of Hamas’ use of the underground facilities built by the Israelis.",0,Negative,-0.8312
2023-11-20,Shay Horowitz Horowitz,When u decide to stay even after rhey repitedly tells u to get the FO,1,Neutral,0.0
2023-11-20,marcus dosh,What about palestinians child hostages in israeli prisons,1,Neutral,0.0
2023-11-20,Shay Horowitz Horowitz,BBC FU,1,Negative,-0.6908
2023-11-20,Shay Horowitz Horowitz,"BBC is founding Hamas... just,saying",1,Neutral,0.0
2023-11-20,Ariel Kaplan,another probably fake video omg IDF never runs out of these fake editted evidences am sick and tired of IDF and israel using the jewish name for lies and terrorism on a large scale,1,Negative,-0.9628
2023-11-20,Robert Bocking,Don’t like the BBC,1,Positive,0.3612
2023-11-20,Nicolas Landman,"Can’t stop crying for both sides, Daniel Hagary you have the toughest job in the world, love you",0,Neutral,-0.1027
2023-11-20,Gleeby Dawk,Defund the BBC,1,Neutral,0.0
2023-11-20,Fake,"No Zionism =  Peace
Not to forget Netanyahu showing the fully Palestinian land including the occupied as Israel map in a UN conference this year 2023 without being SHAMEFUL.",0,Positive,0.73
2023-11-20,Shaukat Gondal Gondal,4500 Children death what is this,1,Negative,-0.5994
2023-11-20,Merijn Hugens,"On November 13th in the northern district of California the Center for Constitutional Rights brought suit against U.S. President Joseph Biden, Secretary of Defense Lloyd Austin and Secretary of State Antony Blinken, to charge them with failure to prevent genocide and complicity in the genocide of Palestinians in Gaza. 

The evidence presented in the 86-page “Complaint” is clear and may be overwhelming.
The first claim that the U.S. has failed its duty under law to prevent the genocide of Gazans is obvious. The second claim that Biden, Blinken and Austin bear responsibility for the genocide – whether the crime is of aiding and abetting, or of complicity in genocide, or of inciting, or of conspiring to commit genocide by supporting a clearly expressed intention of genocide may be obvious to common sense, but vulnerable to disagreement when legal terms of international law need clarification under U.S. domestic law.",0,Negative,-0.5927
2023-11-20,Brandy,Why is the BBC not asking why are there children in Isael's prisons?,1,Neutral,0.0
2023-11-20,FlashBlade,"Why are there no gay men and women in Gaza wearing shorts and tank tops? Because in Gaza they put them in prison for years and kill gays and not only in Gaza but also the Palestinian Authority. So those who support them should know that they are supporting evil. Because today it is against Israel, tomorrow it will be with you!!!!",0,Negative,-0.5381
2023-11-20,gi Man,Disgraceful BBC being the hamas mouthpiece.,1,Neutral,0.0
2023-11-20,Aurobindo Ghosh,bbc moving there freely and they haven't released all of them? how is that possible?,0,Positive,0.504
2023-11-20,Omar Faruk,I hopethat may the hostages safely  come back to Their family.peace be upon them and may Allah help them so that nobody can be gone through the hardship again.,0,Positive,0.5574
2023-11-20,MountainDragon,Lmao if Israel knew hostages was inside the hospital then why they bombing it. Then blame it on Hamas when the hostages die. You can’t fool people,0,Negative,-0.6486
2023-11-20,Ronin the Destroyer,Hamas terrorists will just kidnap more people to hide behind,0,Negative,-0.7239
2023-11-20,Ricardo Carneiro,"1:30 continues until 1:54 if this isn't Hollywood I don't know what is. There is a makeup artist, screenwriter, narrator, assistant director, cast organizers, cinematographic materials, actors, extras, cameras and sets. Global journalism lives on narrative and constructing scenes to gain support and request public money to enrich itself. We are tired of seeing it, it started during the pandemic with fabrics moving pretending to be deceased people, and now with terrorism they have learned to victimize themselves in the face of its consequences.",1,Negative,-0.6705
2023-11-20,inaje shohe,"Meanwhile, Ruzzia is claiming a stalemate with the Ukrainian in the ongoing war but actually they're sorely losing...",0,Negative,-0.3506
2023-11-20,dee dee z,Shame if you BBC! The title is misleading! Intentionally or stupidity?,1,Negative,-0.8513
2023-11-20,Meowbebe,bbc hamas supporter.,1,Positive,0.2732
2023-11-20,Patricia84,Peace is the only way to end this horrible suffering that started long ago.,1,Negative,-0.5754
2023-11-20,VA,My hope for you to be balanced and professional...no hope for you..,1,Positive,0.7003
2023-11-20,imiss toronto,"NO ceasefire.  NO concessions.  NONE.  This only gives them time to rearm, regroup and start again.   I know the BBC is no friend to Israel so I take everything you said as a lie.",1,Negative,-0.5948
2023-11-20,Boston C,Palestinian don't know what is peace.,0,Positive,0.5423
2023-11-20,Swiss Cottage Clean Air Action,Wake up. Why is it that Israeli killers are called commandos? Arab commandos are called terrorist.,0,Negative,-0.875
2023-11-20,Sarit,"There will be no deal. Hamas has no real interest to release those poor people. They were taken to serve as human shields. We have seen that if they outlive their usefullness, Hamas kills them. The only chance Israelis have to see their loved ones back home is if the IDF finds them alive. It has been 45 days already. If Hamas wanted to be humanitarian he would have let the women, children and the old go free. This just shows how barbaric they are.",0,Positive,0.5859
2023-11-20,bladesmassive,"Some US media have suggested that Biden’s pro-Israel stance during the conflict may tip the scales at the ballot box next year. In 2020, he wrestled Michigan from Trump by a margin of 154,000 votes. The state’s Muslim American population of over 200,000 registered voters helped clinch the win, but may stay home in their likely rematch, NPR warned on Friday. Biden’s approval rating among Arab Americans has plunged from 59% in 2020 to 35% before the crisis, and was down to half of that by late October, according to a poll released by the Arab American Institute last month.",0,Negative,-0.5267
2023-11-20,bladesmassive,"Most American Jews have historically been liberal-leaning supporters of the Democratic Party. The poll showed that 68% intend to vote for Biden, compared to 22% for Trump, who, however, has the backing of Orthodox Jews.

Biden’s handling of the Israel-Hamas conflict was supported by 74% of the people surveyed, compared to 66% overall who approve of the president. 43% said Biden’s approach to the crisis made them more positive towards him.

Almost six in ten said they trusted Biden to tackle anti-Semitism in the US, a problem that more than 90% of respondents found concerning. Younger poll respondents were also worried about other forms of bigotry, such as racism and Islamophobia.

Alex Jones' latest bestselling book 'The Great Awakening' is NOW AVAILABLE! Secure your limited edition autographed today!

An overwhelming 91% said a person can be critical of the Israeli government but remain “pro-Israel”. A smaller majority of 76% expressed that view in relation to Israel’s conduct of the war in Gaza.

The Israel Defense Forces besieged the Palestinian enclave in retaliation for a Hamas cross-border incursion last month, in which over 1,200 Israelis people were killed. Critics say Israel’s retaliatory military action has disproportionately killed Palestinian civilians. The death toll in Gaza has surpassed 11,000, according to local authorities.

US Democratic voters are increasingly drawn to the Palestinian cause, according to a Quinnipiac University poll published on Thursday. The share of respondents more sympathetic to Israel than to Palestine dropped from 61% to 54% between mid-October and mid-November. Democrats sided with Palestinians at a 41-to-34 rate in the latest survey.",0,Negative,-0.9647
2023-11-20,bladesmassive,"Jewish voters in the US overwhelmingly approve of President Joe Biden’s handling of the Israel-Gaza conflict and would support him over Donald Trump in a potential face-off at the ballot box next year, an opinion poll has suggested. They also reject the idea that criticizing West Jerusalem’s policies makes a person anti-Israel.

Views in the Jewish community were surveyed in early November by pollster GBAO Strategies and reported on Thursday by the Jewish Electorate Institute (JEI), a civic engagement advocacy body.",0,Negative,-0.3182
2023-11-20,bladesmassive,"Politics

Most Jewish Voters Support Biden – Poll
by RT
November 18th 2023, 9:23 am
Jewish voters in the U.S. overwhelmingly support Biden over Donald Trump in a potential face-off at the ballot box next year",0,Positive,0.6326
2023-11-20,bladesmassive,Divide and Conquer: Owen Benjamin Breaks Down the Race War Distracting from the NWO Destruction of Society,0,Negative,-0.8689
2023-11-20,bladesmassive,"A dozen departments in the United Kingdom have been profiling government critics in order to block them from speaking at public events, UK media have found.

The Observer revealed on Saturday that 15 departments, including the departments of health, culture, media and sport, and environment, food and rural affairs, were running checks on experts and occasionally disinviting them from government-funded events.",0,Negative,-0.3182
2023-11-20,bladesmassive,"Occult & Globalists

UK Government Keeping Dossiers on Critics – Reports
by Sputnik
November 19th 2023, 7:51 am
Dozen departments in the U.K. have been profiling government critics in order to block them from speaking at public events",0,Negative,-0.743
2023-11-20,bladesmassive,"The German Federal Constitutional Court has ruled illegal the redistribution of unclaimed coronavirus loans worth 60 billion euros ($65 billion) to the climate protection fund, Germany’s Die Welt newspaper reported on Wednesday.

The court’s decision is based on the current so-called “debt brake” rule, which does not allow for an excessive increase in the state’s debt budget. The coronovirus credit funds were exceptionally accumulated to fight the COVID-19 pandemic and its consequences, but they were never used, the newspaper wrote.",0,Negative,-0.5947
2023-11-20,bladesmassive,"Occult & Globalists

German Court Bans Gov’t From Using $60 Billion COVID Loans to ‘Fight Climate Change’ – Reports
by Sputnik
November 16th 2023, 9:47 am
Unclaimed coronavirus loans worth 60 billion euros cannot be redirected to climate protection fund, court rules",0,Positive,0.2263
2023-11-20,bladesmassive,"In this snippet from this week’s episode of The Alex Jones Show 2.0, Alex Jones breaks down the World Economic Forum’s plan to poison the food supply.",0,Negative,-0.5423
2023-11-20,bladesmassive,"Josh Sigurdson reports on the recent news of Moderna essentially admitting to the Covid “vaccine” causing cancer as Dr. Robert Malone reports the Moderna patent in front of Congress proving a massive coverup operation.

Moderna has recently halted trials of their latest mRNA injection due to myocarditis. Fauci has also recently acknowledged that the injections cause myocarditis in young men “especially.”",0,Negative,-0.6597
2023-11-20,bladesmassive,Alex Jones reveals why Israel is losing the propaganda war:,0,Negative,-0.8176
2023-11-20,bladesmassive,"Special Reports

WATCH: The World Turns Against Israel, What’s Really Going On?
The Alex Jones Show
November 20th 2023, 4:16 am
Watch & share this vital analysis!",0,Positive,0.7712
2023-11-20,S & S BHUIYA LLC,"If Allah helps you, then no one can overpower you. And if He does not help you, then who is there who can help you? And Muslims should trust in Allah.",0,Neutral,0.0475
2023-11-20,Britt Lundkvist,"Stop CHEWING on the ""hostages""! Shouldn´t have been a ""Festival"" in the first place! Start commenting on your PM and UK body within the Israeli Parliament!",0,Negative,-0.4724
2023-11-20,Hanusia Schostak,If you asked these people would they tell you they are proud their family has Martyrs??  NOT GOOD reporting too biased,0,Negative,-0.3201
2023-11-20,Dovid Wolfson,Look at all the pain caused by Hamas,1,Negative,-0.5106
2023-11-20,James B,Peace and Islam are not compatible.,0,Positive,0.5423
2023-11-20,Catherine Davis,"Hamas gets its way!
Murdering spree in Israel recording the suffering. Denies it was that bad and says the 'freedom fighters' (terrorists) don'thave cell phones. Steals men women and orphaned children drags them back to Gaza as Hamas 'guests'. Says it was a mistake made because of the chaos. All of the above stated by Hamas official Musa Abu Marzou. Then use your own civilians as human  shields, record their misery then tell the press you are being victimized. 
Media to IDF....prove it
Media to Hamas....believe all the porkie pies!
In the meantime no outrage calling for Hamas to surrender and return said guests!😢",0,Negative,-0.9792
2023-11-20,bladesmassive,"my own opinion...there's taxi drivers in UK ..saying im muslim,tried brainwashing me in too supporting hamas...somarlion s ...he asked me my religion..Irish Catholic ,he said in supporting the Zionist...I said I'm not supporting terrorist attacks...I said this was a terrorist attacks on our jews..sommarlion taxi drivers trying to brain wash us just be carefull ...is British and Irish...people...",0,Positive,0.8951
2023-11-20,Y Steinberg,"WHAT needs to be verified, BBC???? Any eye can verify.",1,Neutral,0.0
2023-11-20,Public Public,Israel holds thousands of Palestinians hostage of which 170 are young children.,0,Neutral,0.0
2023-11-20,London calling 🇬🇧,"Allah has nothing to do with this ,this caused by people not God ..",0,Negative,-0.2057
2023-11-20,george roy booth,"TheBBC support HAMAS,    SHAME ON THEM",1,Negative,-0.2808
2023-11-20,b7,"Why can't BBC shows Israel's proven videos of hostages taken into Al-Shifa Hospital on 7th October. Is it due to fear of hurting your Muslim fan-base. Remember, there are millions of Muslims around the world who condemn Hamas but cannot speak out loud like you. Also Israel needs to be more careful to try to avoid civilian casualties while dealing with Hamas. Israel has the right to defend itself.",1,Negative,-0.2407
2023-11-20,Jesus - Thine Be The Glory!,The BBC need to apologise for claiming the IDF was lying about the tunnels beneath the hospital,4,Negative,-0.2023
2023-11-20,Mel Five,BBC Talk to your friends of hamas.,2,Positive,0.4767
2023-11-20,Nicola Hallsworth,"It's not a case of what the Israelis claim are hostages taken inside shifa hospital, the hospital cameras actually showing hostages in the hospital are a fact, and not Israel actor's playing the part , i am surprised the bbc did not claim that the tunnel was an old out of service coall mine shaft that is sealed off , defund the bbc for its propaganda",0,Neutral,-0.1759
2023-11-20,Root Square,BBC: Biased Broadcasting Corporation,1,Negative,-0.2732
2023-11-20,Root Square,"It is sad Palestinian died. But BBC is biased to show only one side.  They want everyone to see Palestine side story to build narrative. Stop funding bbc. 
Ps: we should show Palestine narrative and their pain but for news media like BBC job is show both side. They have failed.",0,Negative,-0.9325
2023-11-20,Abacus,"Tunnel is a UTILITY TUNNEL  - also called UTILITY CORRIDOR CABLE VAULT used in Institutions like Hospitals.
UTILITY TUNNEL is an undergtound passage often with a RAILWAY TRACK used to house UTILITIES IN ONE AREA.
UTILITY POWER LINES, STEAM,WATER PIPES, SEWER PIPES, ELECTRICITY  etc 
WALT DISNEY WORLD has some of the largest  UTILITY TUNNELS in the world.",0,Positive,0.3612
2023-11-20,Dennis Losee,If you don’t support an evil regime you don’t have to cry over your dead children! No sympathy for Palestine,1,Negative,-0.8777
2023-11-20,Abacus,"THAI HOSTAGES  featured in   HUMAN RIGHTS WATCH documentary   ""Israel  ;Serious Abuse of Thai farmworkers.""
THAI HOSTAGES;  Thai farmworkers DROPPING DEAD at the rate of ONE PER MONTH due to SLEEP DEPRIVATION.
Israel wants the Thai workers returned  (Indentured slaves)    The Thai workers have been trying to escape for years.",0,Negative,-0.9241
2023-11-20,an enigma ,#propoganda,2,Neutral,0.0
2023-11-20,Reiko ruwankumari,Is Israel playing a murderous game?Israel is a scary country,0,Negative,-0.765
2023-11-20,R J,"Oral Guerin was sacked  for inaccurate and biased reporting has worked her way into BBC.  Orla, what's Hamas doing to help 
Palestinians used as human shields?????",0,Positive,0.3736
2023-11-20,Georgios Chiras,No sympathy for Palestine they asked for it,0,Neutral,0.0772
2023-11-20,Peter,Free the hostages. Hamas are Islamic terrorists.,1,Negative,-0.2023
2023-11-20,Gerald Oki,"BBC ""Cannot verify any of the video produced by Israel"" as proof of Hamas Attrociteis but always verifies images and reports from Gaza without prof !!! What a Shame on your reporting style !!!!",0,Negative,-0.7444
2023-11-20,Jonny.mp3,"IDK why you lot are upset about dead babies, your pro choice stance murders millions a year 💀",0,Negative,-0.9191
2023-11-20,Wellness & Yoga,"Let us unite, embody, pray and advocate for peace among the warring parties🙏",2,Positive,0.4404
2023-11-20,JOYCE CYBER,Imagine the children still under the rubbles and still alive. Dying in silence with no one to save them. This is painful. Where are the Israeli hostages? What is a 10 month old child doing in the tunnels of gaza. Oh God save us!,3,Positive,0.7424
2023-11-20,JOYCE CYBER,Sad and very painful,4,Negative,-0.7425
2023-11-20,DH,"Hamas offered full release of the hostages in exchange for all Palestinian prisoners (most of whom are detained for indefinite for no crime) on day 1. Bibi refused because he knows that once the fighting is over, he will be kicked out by the Israeli people and political opponents.

Let that sink in. He wants and needs this conflict.",0,Negative,-0.9263
2023-11-20,Rom Namer,"It’s funny how they don’t verify IDF videos, but videos by Hamas are automatically verified. Shame on you BCC!",0,Negative,-0.5411
